SKU,"Attribute Set Name","Acne Treatment Benefits - Quiz","Anti Aging Treatments - Quiz","Cleanser Benefits - Quiz","Discoloration Benefits - Quiz","Exfoliator Benefits - Quiz","Eye Cream Benefits - Quiz",Ingredients,"Moisturizer Benefits - Quiz","Moisturizer Fragrance - Quiz","Serum Benefits - Quiz",Size,"Skin Concern","SPF Benefits - Quiz"
10137,"Kate Somerville",,,,,,,"<p>Gentle Daily Wash: Water/Aqua/Eau, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Acrylates Copolymer, PEG/PPG-8/3 Diisostearate, Glycerin, Sodium Hydroxide, Silicone Quaternium-8, Quillaja Saponaria Bark Extract, Butylene Glycol, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Disodium EDTA, Salvia Officinalis (Sage) Oil, Zinc PCA, Citric Acid, Chlorphenesin, Potassium Sorbate, Sodium Benzoate, Linalool, Limonene<p>

<p>ExfoliKate® Intensive Exfoliating Treatment: Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)<p>
                                                                                                                                  
<p>CytoCell Dermal Energizing Treatment: Water (Aqua), Butyrospermum Parkii (Shea Butter), Glycerin, Dimethicone, Ethylhexyl Isononanoate, C4-24 Alkyl Dimethicone/Divinyldimethicone Crosspolymer/Isodecyl Isononanoate, Isohexadecane, Tridecyl Trimellitate, Pentylene Glycol, Behenyl Alcohol, Cetearyl Alcohol, Hydrogenated Lecithin, Linoleic Acid,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Whey Protein, Cetearyl Glucoside, Linolenic Acid, 1, 2-Hexanediol, Caprylyl Glycol, Polysorbate 80, Disodium EDTA, o-Cymen-5-OL, Lavandula Angustifolia (Lavender) Oil, Lavandula Hybrida Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Pelargonium Graveolens Flower Oil, Pogostemon Cablin Oil, Polydiethyleneglycol Adipate/IPDI Copolymer, Tocopherol, Tropolone, Polypeptide-72, Citronellol, Limonene, Linalool<p>

<p>CytoCell Dark Circle Corrective Eye Cream: Water/Aqua/Eau, Butylene Glycol, Caprylic/Capric Triglyceride, Ethylhexyl Isononanoate, Cyclopentasiloxane, Glycerin, Cetyl Esters, Behenyl Alcohol, Tridecyl Trimellitate, Arachidyl Alcohol, HDI/Trimethylol Hexyllactone Crosspolymer, Hydroxyethylcellulose, Tetrahydroxypropyl Ethylenediamine, Arachidyl Glucoside, Carbomer, Hydrogenated Lecithin, Whey Protein, 1, 2-Hexanediol, Caprylyl Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, Silica, Pyridoxine Tris-Hexyldecanoate, Tropolone, Acetyl Tetrapeptide-5, Disodium Phosphate, Sodium Phosphate, sh-Polypeptide-72, Sodium Hydroxide, Citric Acid, Methylisothiazolinone, Mica, Titanium Dioxide (CI 77891), Tin Oxide (CI 77861)",,No,,Kit,Anti-Aging,
10138,"Kate Somerville",,,,,,,"<p>Detox Daily Cleanser: Water/Aqua/Eau, Sodium Laureth Sulfate, Acrylates Copolymer, Cocamidopropyl Betaine, Glycerin, Polysorbate 20, Phytic Acid, Sodium Hydroxide, Salicylic Acid, Sodium Citrate, Butylene Glycol, Citrus Reticulata (Tangerine) Peel Oil, Sodium PCA, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Cyanocobalamin, Urea, Panthenol, Glycolic Acid, Lactic Acid, Allantoin, Aloe Barbadensis Leaf Juice Powder, Sodium Riboflavin Phosphate, Citric Acid, Disodium EDTA, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Limonene</p>
<p>ExfoliKate&reg; Acne Clearing Exfoliating Acne Treatment: Active Ingredient: Salicylic acid 0.5% Inactive Ingredients: Water/Aqua/Eau, Dicaprylyl Carbonate, Montmorillonite, Glycerin, Distarch Phosphate, Triethanolamine, Glyceryl Stearate, 4-Terpineol, Jojoba Esters, Cetearyl Alcohol, Ceteareth-20, Polyacrylamide, Lactic Acid, Glycolic Acid, Phytic Acid, Protease, Copaifera Officinalis (Balsam Copaiba) Resin, C13-14 Isoparaffin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Carapa Guaianensis Seed Oil, Euterpe Oleracea Fruit Oil, Laureth-7, Dehydroxanthan Gum, Citrus Limon (Lemon) Peel Oil, Citrus Paradisi (Grapefruit) Peel Oil, Alcohol, Pelargonium Graveolens (Geranium) Flower Oil, Genipa Americana Fruit Extract, Ocimum Basilicum (Basil) Oil, Jasminum Officinale (Jasmine) Oil, Glycine, Carica Papaya (Papaya) Fruit Extract, Ananas Sativus (Pineapple) Fruit Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Salix Nigra (Willow) Bark Extract, Sodium Hydroxide, Ethylhexylglycerin, Phenoxyethanol, Limonene, Linalool</p>
<p>Oil Free Moisturizer: Water/Aqua/Eau, Isocetyl Stearate, Pentaerythrityl Tetracaprylate/Tetracaprate, C12-15 Alkyl Benzoate, Polyamide-5, Xylitylglucoside, Anhydroxylitol, Xylitol, Dipalmitoyl Hydroxyproline, PEG/PPG-18/18 Dimethicone, Behenyl Alcohol, Pullulan, Cetearyl Ethylhexanoate, Sodium Polyacrylate, Dimethicone, Cyclopentasiloxane, Butylene Glycol, Trideceth-6, Algae Extract, Triethanolamine, Ahnfeltia Concinna Extract, Ethylhexylglycerin, Phenoxyethanol</p>
<p>EradiKate: Active ingredient: Sulfur, 10%. Inactive ingredients: Isopropyl Alcohol, Water/Aqua/Eau, Camphor, Magnesium Aluminum Silicate, Salicylic Acid, Iron Oxides (CI 77489, CI 77491, CI 77492, CI 77499), Zinc Oxide (CI 77947)</p>",,No,,Kit,"Acne, Oily",
10134,"Kate Somerville",,,,,,,"<p>Gentle Daily Wash: Water/Aqua/Eau, Sodium C14-16 Olefin Sulfonate, Acrylates Copolymer, Cocamidopropyl Betaine, PEG/PPG-8/3 Diisostearate, Glycerin, Silicone Quaternium-8, Saponins, Butylene Glycol, Zinc PCA, Salvia Officinalis (Sage) Leaf Extract, Disodium EDTA, Sodium Hydroxide, Citric Acid, Potasium Sorbate, Sodium Benzoate, Chlorophenesin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavendula Angustifolia (Lavender) Oil, Linalool, Limonene<p>

<p>ExfoliKate: Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)<p>
                                                                                                                                  
<p>Nourish Daily Moisturizer: Water/Aqua/Eau, Cetyl Lactate, Ethylhexyl Palmitate, Glyceryl Stearate, PEG-100 Stearate, Glycerin, Lavendula (Lavender) Angustifolia Extract, Camellia Sinensis Leaf Extract, Butylene Glycol, Triethanolamine, Tetrahexyldecyl Ascorbate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citrus Aurantium Dulcis (Orange) Peel Oil, Zingiber Officinale (Ginger) Extract, Disodium EDTA, Carbomer, Polysorbate 20, Retinyl Palmitate, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Tochopherol, Chlorphenesin, Sodium Benzoate, Potassium Sorbate, Limonene, Linalool ",,No,,Kit,"All Skin Types, Anti-Aging",
"Fine Lines / Dry / Cyto",Default,,,,,,,,,No,,No,,
10131,"Kate Somerville",,,,,,,"Quench Restorative Lip Treatment</p>
C10-30 Cholesterol/Lanosterol Esters, Hydrogenated Soybean Oil, Hydrogenated Olive Oil, Pentaerythrityl Tetraisostearate, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Hydrogenated Jojoba Oil, Disteardimonium Hectorite, Ozokerite, Macadamia Integrifolia Seed Oil, Flavor (Aroma), Passiflora Edulis Seed Oil, Dipalmitoyl Hydroxyproline, Propylene Carbonate, Beeswax/Cera Alba/Cire d’abeille, Oryza Sativa (Rice) Bran Oil, Caprylic/Capric Triglyceride, Tocopherol Acetate, Euterpe Oleracea Fruit Oil, Orbignya Oleifera Seed Oil, Phytosterols, Menthol, Stearalkonium Hectorite, Menthyl Lactate, Honey Extract/Mel/Extrait de miel, Palmitoyl Hexapeptide-12</p>

Quench Plumping Lip Gloss</p>
Hydrogenated Polyisobutene, Polybutene, Hydrogenated Polyisobutene, Pentaerythrityl Tetraisostearate, Flavor (Aroma), Caprylic/Capric Triglyceride, Tocopheryl Acetate, Stearalkonium Hectorite, Propylene Carbonate, Palmitoyl Hexapeptide-12, Dimethiconol, Cyclopentasiloxane, Ethylhexyl Cocoate, Caprylyl Glycol, Phenyl Trimethicone, Lecithin, Glycolipids, Dimethicone, Limonene, Linalool
",,No,,"0.17 Fl. Oz.","All Skin Types, Anti-Aging",
16081,"Kate Somerville",,,,,,,,,No,,N/A,,
"Fine Lines / Oily / Cyto",Default,,,,,,,,,No,,No,,
Fine-Lines-Wrinkles-Enlarged-Pores-Oily-Cyto,Default,,,,,,,,,No,,No,,
Fine-Lines-Wrinkles-Enlarged-Pores-Dry-Normal-Cyto,Default,,,,,,,,,No,,No,,
Fine-Lines-Wrinkles-Acne-Dry-Normal-Cyto,Default,,,,,,,,,No,,No,,
Fine-Lines-Wrinkles-Acne-Oily-Very-Oily-Cyto,Default,,,,,,,,,No,,No,,
Fine-Lines-WrinklesSensitive-ComboOily-Cyto,Default,,,,,,,,,No,,No,,
FineLinesWrinklesSensitive-Normal-Cyto,Default,,,,,,,,,No,,No,,
FineLinesWrinklesSensitiveDry-Cyto,Default,,,,,,,,,No,,No,,
FineLinesWrinklesDiscoloration-DryNormal-Cyto,Default,,,,,,,,,No,,No,,
Acne-Cyto,Default,,,,,,,,,No,,No,,
AcneDiscoloration-Dry-Cyto,Default,,,,,,,,,No,,No,,
AcneDiscolorationComboOily-Cyto,Default,,,,,,,,,No,,No,,
AcneEnlargedPoresComboOily-Cyto,Default,,,,,,,,,No,,No,,
AcneEnlargedPoresDry-Cyto,Default,,,,,,,,,No,,No,,
AcneSensitiveDryNormal-Cyto,Default,,,,,,,,,No,,No,,
AcneSensitiveOilyCombo-Cyto,Default,,,,,,,,,No,,No,,
EnlargedPoresDryNormal-Cyto,Default,,,,,,,,,No,,No,,
EnlargedPoresOily-Cyto,Default,,,,,,,,,No,,No,,
DiscolorationDryNormal-Cyto,Default,,,,,,,,,No,,No,,
DiscolorationEnlargedPoresDryNormal-Cyto,Default,,,,,,,,,No,,No,,
DiscolorationOily-Cyto,Default,,,,,,,,,No,,No,,
DiscolorationEnlargedPoresOily-Cyto,Default,,,,,,,,,No,,No,,
DiscolorationSensitiveDry-Cyto,Default,,,,,,,,,No,,No,,
DiscolorationSensitiveOily-Cyto,Default,,,,,,,,,No,,No,,
"Sensitive / Dry/Normal / Cyto",Default,,,,,,,,,No,,No,,
SensitiveEnlargedPoresDryNormal-Cyto,Default,,,,,,,,,No,,No,,
SensitiveEnlargedPores-Oily-Cyto,Default,,,,,,,,,No,,No,,
SensitiveOily-Cyto,Default,,,,,,,,,No,,No,,
FineLinesWrinkles-Dry-Line,Default,,,,,,,,,No,,No,,
FineLinesWrinklesOily-Line,Default,,,,,,,,,No,,No,,
FineLinesWrinklesEnlargedPoresOily-Line,Default,,,,,,,,,No,,No,,
FineLinesWrinklesEnlargedPoresDryNormal-Line,Default,,,,,,,,,No,,No,,
FineLinesWrinklesAcneDryNormal-Line,Default,,,,,,,,,No,,No,,
FineLinesWrinklesAcneOilyVeryOily-Line,Default,,,,,,,,,No,,No,,
FineLinesWrinklesSensitiveComboOily-Line,Default,,,,,,,,,No,,No,,
FineLinesWrinklesSensitiveNormal-Line,Default,,,,,,,,,No,,No,,
FineLinesWrinklesSensitiveDry-Line,Default,,,,,,,,,No,,No,,
FineLinesWrinklesDiscolorationDryNormal-Line,Default,,,,,,,,,No,,No,,
Acne-Line,Default,,,,,,,,,No,,No,,
AcneDiscolorationDry-Line,Default,,,,,,,,,No,,No,,
AcneDiscolorationComboOily-Line,Default,,,,,,,,,No,,No,,
AcneEnlargedPoresComboOily-Line,Default,,,,,,,,,No,,No,,
AcneEnlargedPoresDry-Line,Default,,,,,,,,,No,,No,,
AcneSensitiveDryNormal-Line,Default,,,,,,,,,No,,No,,
"Acne/Sensitive – Oily/Combo -Line",Default,,,,,,,,,No,,No,,
EnlargedPoresDryNormal-Line,Default,,,,,,,,,No,,No,,
EnlargedPoresOily-Line,Default,,,,,,,,,No,,No,,
DiscolorationDryNormal-Line,Default,,,,,,,,,No,,No,,
DiscolorationEnlargedPoresDryNormal-Line,Default,,,,,,,,,No,,No,,
DiscolorationOily-Line,Default,,,,,,,,,No,,No,,
DiscolorationEnlargedPoresOily-Line,Default,,,,,,,,,No,,No,,
DiscolorationSensitiveDry-Line,Default,,,,,,,,,No,,No,,
DiscolorationSensitiveOily-Line,Default,,,,,,,,,No,,No,,
"Sensitive / Dry/Normal /  Line",Default,,,,,,,,,No,,No,,
SensitiveEnlargedPoresDryNormal-Line,Default,,,,,,,,,No,,No,,
SensitiveEnlargedPoresOily-Line,Default,,,,,,,,,No,,No,,
SensitiveOily-Line,Default,,,,,,,,,No,,No,,
FineLinesWrinklesDiscoloration-OilyCombo-Cyto,Default,,,,,,,,,No,,No,,
FineLinesWrinklesDiscolorationOilyCombo-Line,Default,,,,,,,,,No,,No,,
"Fine Lines / Discoloration / Oily/Combo / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Discoloration / Oily/Combo / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Sensitive / Oily / Most/All / Line",Default,,,,,,,,,No,,No,,
"Sensitive / Enlarged Pores / Oily/Combo / Most/All / Line",Default,,,,,,,,,No,,No,,
"Sensitive / Enlarged Pores / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Sensitive / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Discoloration / Sensitive / Oily/Combo / Most/All / Line",Default,,,,,,,,,No,,No,,
"Discoloration / Sensitive / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Discoloration / Enlarged Pores / Oily/Combo / Most/All / Line",Default,,,,,,,,,No,,No,,
"Discoloration / Oily/Combo / Most/All / Line",Default,,,,,,,,,No,,No,,
"Discoloration / Enlarged Pores / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Discoloration / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Enlarged Pores / Oily/Combo / Most/All / Line",Default,,,,,,,,,No,,No,,
"Enlarged Pores / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Acne / Sensitive / Oily/Combo / Most/All / Line",Default,,,,,,,,,No,,No,,
"Acne / Sensitive / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Acne / Enlarged Pores / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Acne / Enlarged Pores / Oily/Combo / Most/All / Line",Default,,,,,,,,,No,,No,,
"Acne / Discoloration / Oily/Combo / Most/All / Line",Default,,,,,,,,,No,,No,,
"Acne / Discoloration / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Acne / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Discoloration / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Sensitive / Dry / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Sensitive / Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Sensitive / Combo/Oily / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Acne / Oily/Very Oily / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Acne / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Enlarged Pores / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Enlarged Pores / Oily / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Oily/Combo / Most/All / Line",Default,,,,,,,,,No,,No,,
"Fine Lines / Dry/Normal / Most/All / Line",Default,,,,,,,,,No,,No,,
"Sensitive / Oily / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Sensitive / Enlarged Pores / Oily/Combo / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Sensitive / Enlarged Pores / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Sensitive / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Discoloration / Sensitive / Oily/Combo / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Discoloration / Sensitive / Dry / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Discoloration / Enlarged Pores / Oily/Combo / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Discoloration / Oily/Combo / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Discoloration / Enlarged Pores / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Discoloration / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Enlarged Pores / Oily/Combo / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Enlarged Pores / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Acne / Sensitive / Oily/Combo / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Acne / Sensitive / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Acne / Enlarged Pores / Dry/Normal / Sometimes/Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Acne / Enlarged Pores / Combo/Oily / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Acne / Discoloration / Combo/Oily / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Acne / Discoloration / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Acne / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Fine Lines / Discoloration / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Fine Lines / Sensitive / Dry / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Fine Lines / Sensitive / Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Fine Lines / Sensitive / Oily/Combo / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Fine Lines / Acne / Oily/Very Oily / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Fine Lines / Acne / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Fine Lines / Enlarged Pores / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Fine Lines / Enlarged Pores / Oily/Combo / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Fine Lines / Oily/Combo / Most/All / Cyto",Default,,,,,,,,,No,,No,,
"Fine Lines / Dry/Normal / Most/All / Cyto",Default,,,,,,,,,No,,No,,
10130,"Kate Somerville Acne Treatments","combination skin, controls shine, dry skin, helps treat cystic acne, helps treat whiteheads, oily skin, reduces redness, sensitive skin, treats and prevents acne, very dry skin",,,,,,"<div>AM - Blemish Clearing Gel: Water, Pentylene Glycol, Glycerin, Butylene Glycol, Myristoyl Hexapeptide-23, Salix Nigra (Willow) Bark Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Hydroxyphenyl, Propamidobenzoic Acid, Nordihydroguaiaretic Acid, Dimethicone, PEG-6 Almond Glycerides, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Carbomer, Oleanolic Acid, Aminomethyl Propanol, Disodium EDTA, Potassium Sorbate, Ethylhexylglycerin, Phenoxyethanol</div>
<div>PM - Acne Treatment Clay: Active Ingredients: Salicylic Acid 2 %</div>
<p>Inactive Ingredients: Water, Kaolin, DI C12-13 Alkyl Malate, Glycerin, Bentonite, Tridecyl Salicylate, Cetearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Titanium Dioxide, Montmorillonite , Nordihydroguaiaretic Acid, Salix Nigra (Willow) Bark Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Bakuchiol, Allantoin, Bisabolol, Tocopheryl Acetate, Dimethicone, Oleanolic Acid, PEG-6 Almond Glycerides, Caprylyl Glycol, Carbomer, Steareth-10, Steareth-20, Butylene Glycol, Aminomethyl Propanol, Xanthan Gum, Potassium Sorbate, Phenoxyethanol, Ethylhexylglycerin, Decylene Glycol, Disodium EDTA</p>",,No,,"0.25 Fl. Oz.","Acne, Anti-Aging & Acne",
16101,"Kate Somerville",,,,,,,,,No,,No,,
10144,"Kate Somerville",,,,,,,"TrueLash Lash Enhancing Eye Makeup Remover:<p>
Water (Aqua), Caprylyl Methicone, Tridecyl Trimellitate, Isohexadecane, Glycerin, Propandiol, Polysorbate 20, Sodium PCA, Trehalose, Polyquaternium-51, Sodium Hyaluronate, Myristoyl Pentapeptide-17, Aloe Barbadensis Extract, Camellia Oleifera Leaf Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Extract, Euphrasia Officinalis Extract , Oenothera Biennis (Evening Primrose) Oil, Persea, Gratissima (Avocado) Oil, Rosa Canina Fruit Oil, Urea, Triacetin, Sodium Hydroxide, Citric Acid, Acrylates/ C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum)<p>

Quench & Correct Plumping Lip Gloss and Restorative Lip Treatment<p>
Restorative Lip Treatment:<p>
Hydrogenated Soybean Oil, Hydrogenated Olive Oil, Hydrogenated Jojoba Oil, Tocopherol Acetate, Phytosterols, Isopropyl Jojobate, Jojoba Alcohol, Jojoba Esters,C10-30 Cholesterol/Lanosterol Esters, Pentaerythrityl Tetraisostearate, Caprylic/Capric, Triglyceride, Stearalkonium Hectorite, Propylene Carbonate, Palmitoyl Hexapeptide-12, Hydrolyzed Jojoba Esters, Jojoba Esters, Beeswax, Ozokerite, Macadamia Integrifolia Seed Oil, Flavor, Passiflora Edulis (Passion Fruit) Seed Oil, Oriza Sativa (Rice Bran) Oil, Euterpe Oleracea (Acai) Pulp Oil, Orbignya Oleifera (Babassu) Seed Oil, Tocopheryl Acetate, Dipalmitoyl Hydroxyproline, Water (Aqua), Menthyl Lactate, Manuka Honey Extract</p>

Plumping Lip Gloss:<p>
Hydrogenated Polyisobutene, Polybutene, Pentaerythrityl Tetraisostearate, Caprylic/Capric Triglyceride, Stearalkonium Hectorite, Propylene Carbonate, Flavor, Palmitoyl Hexapeptide-12, Cyclomethicone, Dimethiconol, Dimethicone, Ethylhexyl Cocoate, Phenyl Trimethicone, Lecithin, Glycolipids, Caprylyl Glycol, Tocopheryl Acetate, Red 7, Orange 5</p>



",,No,,Kit,"All Skin Types",
10145,"Kate Somerville",,,,,,,"Gentle Daily Wash:</p>
Water/Aqua/Eau, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, PEG/PPG-8/3 Diisostearate, Glycerin, Acrylates Copolymer, Silicone Quaternium-8, Saponins, Butylene Glycol, Chlorphenesin, Sodium Hydroxide, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Disodium EDTA, Potassium Sorbate, Sodium Benzoate, Salvia Officinalis (Sage) Oil, Zinc PCA, Citric Acid, Limonene, Linalool.</p>

ExfoliKate Intensive Exfoliating Treatment:</p>
Water, Pectin, Dehydroxanthan Gum, Carica Papaya Fruit, Chlorophyllin-Copper Complex, Beta-Carotene, Phenoxyethanol, Sorbic Acid, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Ceteareth-20, Glycine Soja (Soybean) Oil, Salicylic Acid, Tocopheryl Acetate, Retinyl Palmitate, Cetyl Alcohol, Bromelain, Papain, Lactic Acid, Honey, Aloe Barbadensis Leaf Juice, Acetic Acid, Lactobacillus/Cucurbita Pepo Fruit Ferment Extract, Cinnamaldehyde, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Cinnamomum Cassia Leaf Oil, Citrus Aurantium Dulcis (Orange) Oil, Potassium Sorbate, SD Alcohol 40B (Ethanol)</p>

Deep Tissue Repair Cream with Peptide K8:</p>
Water/Aqua/Eau, Stearic Acid, Ceteareth-20, Cetearyl Alcohol, Isopropyl Myristate, Isocetyl Stearoyl Stearate, C12-15 Alkyl Benzoate, Glycerin, Cyclopentasiloxane, Dimethicone, Orbignya Oleifera Seed Oil, Caprylic/Capric Triglyceride, Cannabis Sativa Seed Oil,
Squalane, Cholesterol, Urea, Sodium PCA, Macadamia Ternifolia Seed Oil, Silk Powder, Simmondsia Chinensis (Jojoba) Seed Oil, Cetyl Alcohol, Triethanolamine, Butylene Glycol, Chlorphenesin, Xanthan Gum, Polyquaternium-51, Trehalose, Tocopheryl Acetate, Parfum/Fragrance, Allantoin, Limonene, Potassium Sorbate, Sodium Benzoate, Ascorbyl Palmitate, Ceramide 2, Citric Acid, PEG-10 Rapeseed Sterol, Palmitoyl Oligopeptide, Tribehenin, Phenoxyethanol, Sodium Hyaluronate, Triacetin, Copper PCA, Hexyl Cinnamal, Benzoic Acid, Geraniol, Disodium EDTA

",,No,,Kit,"All Skin Types, Anti-Aging",
